flgs,proto,pkts,bytes,dur,mean,stddev,sum,min,max,rate,category
e,tcp,58,21297,55.784554,3.594491,1.867656,43.133888,0.008898,4.995835,1.021788,Normal
e,udp,1,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e *,tcp,9002,8774381,56.298553,4.672242,1.048004,56.066906,1.196511,4.999955,159.879776,Normal
e,udp,9002,8757580,56.296291,4.67243,1.048052,56.069153,1.196564,4.999976,159.8862,Normal
e,udp,4501,4317991,56.29628,4.67219,1.047979,56.066277,1.196552,4.999964,79.934235,Normal
e,tcp,1520,449920,56.29628,4.653579,1.065869,55.842945,1.118657,4.999964,26.982244,Normal
e,tcp,4501,4211666,56.29628,4.672405,1.048057,56.068855,1.196508,4.999955,79.934235,Normal
e,tcp,2700,1920364,56.271561,4.667648,1.050884,56.01178,1.182335,4.997983,47.963837,Normal
e,udp,2420,145200,56.285206,4.668786,1.046956,56.025429,1.196495,4.997984,42.977547,Normal
e,tcp,44,18518,50.000286,3.672786,1.771012,33.055077,0.005955,4.99951,0.859995,Normal
e s,tcp,6,736,59.014172,0.023245,0.02327,0.092981,0.0,0.048015,0.084725,DoS
e s,tcp,4,522,37.841953,0.013907,0.019667,0.04172,0.0,0.04172,0.079277,DoS
e s,tcp,3,368,24.596548,0.068153,0.068153,0.136306,0.0,0.136306,0.081312,DoS
e s,tcp,2,308,9.359684,0.0,0.0,0.0,0.0,0.0,0.106841,DoS
e g,tcp,6,548,26.991173,0.174881,0.014731,0.349761,0.160149,0.189612,0.185246,DoS
e g,tcp,6,548,25.462526,0.145292,0.019591,0.290585,0.125702,0.164883,0.196367,DoS
e s,tcp,4,522,38.217911,0.015686,0.022183,0.047057,0.0,0.047057,0.078497,DoS
e s,tcp,3,462,11.842414,2.075125,2.075125,4.150249,0.0,4.150249,0.168884,DoS
e s,tcp,4,522,41.092331,0.050036,0.070761,0.150107,0.0,0.150107,0.073006,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e s,tcp,3,462,19.905895,0.763701,0.763701,1.527402,0.0,1.527402,0.100473,DoS
e s,tcp,3,462,37.319794,0.0,0.0,0.0,0.0,0.0,0.053591,DoS
e s,tcp,2,308,11.000675,0.0,0.0,0.0,0.0,0.0,0.090904,DoS
e,tcp,3,274,0.148127,0.148127,0.0,0.148127,0.148127,0.148127,13.501927,DoS
e s,tcp,2,308,24.426346,0.0,0.0,0.0,0.0,0.0,0.040939,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e g,tcp,6,548,27.329153,0.154211,0.007536,0.308423,0.146676,0.161747,0.182955,DoS
e g,tcp,6,548,26.98233,0.170337,0.002715,0.340674,0.167622,0.173052,0.185306,DoS
e s,tcp,3,462,19.524647,0.0,0.0,0.0,0.0,0.0,0.102435,DoS
e,tcp,3,274,0.117016,0.117016,0.0,0.117016,0.117016,0.117016,17.091679,DoS
e s,tcp,4,522,38.785416,0.01478,0.020902,0.04434,0.0,0.04434,0.077349,DoS
e,tcp,3,274,0.168814,0.168814,0.0,0.168814,0.168814,0.168814,11.847359,DoS
e s,tcp,8,1232,49.878487,0.317171,0.776906,2.220194,0.0,2.220194,0.140341,DoS
e s,tcp,6,924,45.804729,0.0,0.0,0.0,0.0,0.0,0.109159,DoS
e,tcp,3,274,0.126252,0.126252,0.0,0.126252,0.126252,0.126252,15.841333,DoS
e,tcp,3,274,0.15913,0.15913,0.0,0.15913,0.15913,0.15913,12.568339,DoS
e s,tcp,6,924,45.783066,0.0,0.0,0.0,0.0,0.0,0.109211,DoS
e,tcp,2,214,0.046701,0.046701,0.0,0.046701,0.046701,0.046701,21.412819,DoS
e s,tcp,3,368,19.705194,0.029972,0.029972,0.059945,0.0,0.059945,0.101496,DoS
e s,tcp,3,462,19.327398,0.0,0.0,0.0,0.0,0.0,0.10348,DoS
e s,tcp,4,616,38.592148,0.340346,0.481322,1.021039,0.0,1.021039,0.077736,DoS
e s,tcp,3,462,11.813578,2.066943,2.066943,4.133887,0.0,4.133887,0.169297,DoS
e s,tcp,2,308,6.590588,0.0,0.0,0.0,0.0,0.0,0.151732,DoS
e,tcp,3,274,0.146173,0.146173,0.0,0.146173,0.146173,0.146173,13.682417,DoS
e s,tcp,3,462,37.924606,0.0,0.0,0.0,0.0,0.0,0.052736,DoS
e,tcp,3,274,0.184963,0.184963,0.0,0.184963,0.184963,0.184963,10.812973,DoS
e,tcp,3,274,0.195071,0.195071,0.0,0.195071,0.195071,0.195071,10.252677,DoS
e s,tcp,3,462,21.538406,0.0,0.0,0.0,0.0,0.0,0.092857,DoS
e g,tcp,6,548,27.837797,0.148075,0.010867,0.296151,0.137209,0.158942,0.179612,DoS
e s,tcp,3,462,38.181648,0.0,0.0,0.0,0.0,0.0,0.052381,DoS
e s,tcp,4,522,22.020073,0.016006,0.022636,0.048019,0.0,0.048019,0.136239,DoS
e s,tcp,6,924,45.81831,0.0,0.0,0.0,0.0,0.0,0.109127,DoS
e s,tcp,4,616,58.988258,0.0,0.0,0.0,0.0,0.0,0.050858,DoS
e g,tcp,6,548,25.488008,0.106104,0.010192,0.212208,0.095912,0.116296,0.196171,DoS
e s,tcp,2,308,19.721853,0.0,0.0,0.0,0.0,0.0,0.050705,DoS
e s,tcp,3,462,22.370951,0.0,0.0,0.0,0.0,0.0,0.089402,DoS
e s,tcp,3,462,21.726723,0.0,0.0,0.0,0.0,0.0,0.092053,DoS
e s,tcp,8,1232,49.761772,0.537983,1.317785,3.765884,0.0,3.765884,0.14067,DoS
e s,tcp,3,462,37.521523,0.0,0.0,0.0,0.0,0.0,0.053303,DoS
e s,tcp,2,308,19.643459,0.0,0.0,0.0,0.0,0.0,0.050908,DoS
e,tcp,3,274,0.181759,0.181759,0.0,0.181759,0.181759,0.181759,11.003582,DoS
e s,tcp,2,308,38.587482,0.0,0.0,0.0,0.0,0.0,0.025915,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e s,tcp,3,462,19.854206,0.811896,0.811896,1.623792,0.0,1.623792,0.100734,DoS
e s,tcp,2,308,22.788618,0.0,0.0,0.0,0.0,0.0,0.043882,DoS
e s,tcp,3,462,20.796597,0.0,0.0,0.0,0.0,0.0,0.09617,DoS
e s,tcp,2,308,19.508965,0.0,0.0,0.0,0.0,0.0,0.051258,DoS
e s,tcp,3,462,19.152765,0.0,0.0,0.0,0.0,0.0,0.104424,DoS
e s,tcp,2,308,10.73334,0.0,0.0,0.0,0.0,0.0,0.093168,DoS
e,tcp,3,274,0.181061,0.181061,0.0,0.181061,0.181061,0.181061,11.046001,DoS
e g,tcp,6,548,26.82859,0.146332,0.023436,0.292664,0.122896,0.169768,0.186368,DoS
e g,tcp,8,762,52.003929,0.128041,0.065018,0.384124,0.036538,0.18163,0.134605,DoS
e s,tcp,7,1078,43.553715,0.811563,1.81471,4.869379,0.0,4.869379,0.137761,DoS
e,tcp,3,274,0.137666,0.137666,0.0,0.137666,0.137666,0.137666,14.527915,DoS
e,tcp,3,274,0.121979,0.121979,0.0,0.121979,0.121979,0.121979,16.396265,DoS
e s,tcp,8,1138,57.118965,0.009069,0.022214,0.063483,0.0,0.063483,0.122551,DoS
e s,tcp,2,308,22.730335,0.0,0.0,0.0,0.0,0.0,0.043994,DoS
e s,tcp,3,462,18.955017,0.0,0.0,0.0,0.0,0.0,0.105513,DoS
e s,tcp,7,984,48.58305,0.007918,0.017704,0.047505,0.0,0.047505,0.1235,DoS
e s,tcp,3,462,20.527737,0.0,0.0,0.0,0.0,0.0,0.097429,DoS
e s,tcp,7,1078,57.12468,0.0,0.0,0.0,0.0,0.0,0.105033,DoS
e s,tcp,4,522,38.888676,0.014953,0.021147,0.044859,0.0,0.044859,0.077143,DoS
e s,tcp,6,924,48.779392,0.0,0.0,0.0,0.0,0.0,0.102502,DoS
e s,tcp,3,368,19.155396,0.024419,0.024419,0.048839,0.0,0.048839,0.104409,DoS
e,tcp,3,274,0.129842,0.129842,0.0,0.129842,0.129842,0.129842,15.403337,DoS
e s,tcp,2,308,8.372521,0.0,0.0,0.0,0.0,0.0,0.119438,DoS
e s,tcp,3,462,46.309925,0.0,0.0,0.0,0.0,0.0,0.043187,DoS
e s,tcp,2,308,22.730276,0.0,0.0,0.0,0.0,0.0,0.043994,DoS
e s,tcp,3,462,39.574402,0.0,0.0,0.0,0.0,0.0,0.050538,DoS
e s,tcp,6,924,38.339386,0.435142,0.870284,2.175709,0.0,2.175709,0.130414,DoS
e g,tcp,6,548,25.251629,0.155063,0.023158,0.310126,0.131905,0.178221,0.198007,DoS
e s,tcp,2,308,10.676098,0.0,0.0,0.0,0.0,0.0,0.093667,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e s,tcp,7,1078,43.496689,0.81091,1.81325,4.865461,0.0,4.865461,0.137942,DoS
e,tcp,3,274,0.172857,0.172857,0.0,0.172857,0.172857,0.172857,11.570257,DoS
e s,tcp,3,368,19.017797,0.025798,0.025798,0.051597,0.0,0.051597,0.105165,DoS
e s,tcp,3,368,11.143194,0.022898,0.022898,0.045795,0.0,0.045795,0.179482,DoS
e s,tcp,3,462,20.013308,0.67289,0.67289,1.34578,0.0,1.34578,0.099934,DoS
e s,tcp,6,924,45.775749,0.0,0.0,0.0,0.0,0.0,0.109228,DoS
e s,tcp,2,308,38.459778,0.0,0.0,0.0,0.0,0.0,0.026001,DoS
e g,tcp,6,548,26.980083,0.17362,0.005909,0.34724,0.167711,0.179529,0.185322,DoS
e s,tcp,3,462,37.953365,0.0,0.0,0.0,0.0,0.0,0.052696,DoS
e s,tcp,2,308,5.437917,0.0,0.0,0.0,0.0,0.0,0.183894,DoS
e,tcp,3,274,0.162837,0.162837,0.0,0.162837,0.162837,0.162837,12.282221,DoS
e,tcp,3,274,0.139898,0.139898,0.0,0.139898,0.139898,0.139898,14.29613,DoS
e g,tcp,6,548,26.048719,0.115021,0.014998,0.230042,0.100023,0.130019,0.191948,DoS
e s,tcp,2,308,7.573391,0.0,0.0,0.0,0.0,0.0,0.132041,DoS
e s,tcp,7,984,48.76009,0.008632,0.019302,0.051794,0.0,0.051794,0.123051,DoS
e s,tcp,2,308,10.836771,0.0,0.0,0.0,0.0,0.0,0.092278,DoS
e,tcp,2,214,0.04301,0.04301,0.0,0.04301,0.04301,0.04301,23.250406,DoS
e s,tcp,2,308,18.767241,0.0,0.0,0.0,0.0,0.0,0.053284,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e s,tcp,2,308,19.28721,0.0,0.0,0.0,0.0,0.0,0.051848,DoS
e s,tcp,3,462,11.993538,2.072466,2.072466,4.144932,0.0,4.144932,0.166756,DoS
e,tcp,3,274,0.139818,0.139818,0.0,0.139818,0.139818,0.139818,14.30431,DoS
e s,tcp,3,368,18.602232,0.023562,0.023562,0.047124,0.0,0.047124,0.107514,DoS
e,tcp,2,214,0.061579,0.061579,0.0,0.061579,0.061579,0.061579,16.239302,DoS
e s,tcp,4,522,39.061249,0.016226,0.022947,0.048678,0.0,0.048678,0.076802,DoS
e s,tcp,7,984,48.510132,0.00713,0.015943,0.04278,0.0,0.04278,0.123686,DoS
e,tcp,3,274,0.18107,0.18107,0.0,0.18107,0.18107,0.18107,11.045452,DoS
e s,tcp,3,462,37.736382,0.0,0.0,0.0,0.0,0.0,0.052999,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e s,tcp,2,308,8.824939,0.0,0.0,0.0,0.0,0.0,0.113315,DoS
e,tcp,2,214,0.051048,0.051048,0.0,0.051048,0.051048,0.051048,19.589407,DoS
e s,tcp,3,462,38.268642,0.0,0.0,0.0,0.0,0.0,0.052262,DoS
e s,tcp,3,462,11.795617,2.077301,2.077301,4.154602,0.0,4.154602,0.169555,DoS
e s,tcp,8,1138,57.153172,0.006934,0.016984,0.048535,0.0,0.048535,0.122478,DoS
e s,tcp,8,1232,55.705528,0.698957,1.712088,4.8927,0.0,4.8927,0.125661,DoS
e s,tcp,3,462,39.11351,0.0,0.0,0.0,0.0,0.0,0.051133,DoS
e s,tcp,2,308,18.740913,0.0,0.0,0.0,0.0,0.0,0.053359,DoS
e s,tcp,4,522,39.316246,0.011983,0.016946,0.035948,0.0,0.035948,0.076304,DoS
e s,tcp,3,462,40.607407,0.0,0.0,0.0,0.0,0.0,0.049252,DoS
e s,tcp,7,984,51.133476,0.007962,0.017803,0.04777,0.0,0.04777,0.11734,DoS
e s,tcp,4,522,39.502731,0.014728,0.020828,0.044183,0.0,0.044183,0.075944,DoS
e,tcp,3,274,0.165846,0.165846,0.0,0.165846,0.165846,0.165846,12.05938,DoS
e,tcp,3,274,0.183533,0.183533,0.0,0.183533,0.183533,0.183533,10.897223,DoS
e s,tcp,4,522,21.582638,0.047065,0.06656,0.141195,0.0,0.141195,0.139001,DoS
e s,tcp,3,462,37.713547,0.0,0.0,0.0,0.0,0.0,0.053031,DoS
e s,tcp,3,462,12.120027,2.074183,2.074183,4.148367,0.0,4.148367,0.165016,DoS
e s,tcp,3,462,45.926384,0.0,0.0,0.0,0.0,0.0,0.043548,DoS
e s,tcp,2,308,5.459961,0.0,0.0,0.0,0.0,0.0,0.183151,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e g,tcp,6,548,26.463928,0.177712,0.012959,0.355423,0.164752,0.190671,0.188936,DoS
e s,tcp,4,522,38.509392,0.011948,0.016897,0.035845,0.0,0.035845,0.077903,DoS
e s,tcp,2,308,6.276176,0.0,0.0,0.0,0.0,0.0,0.159333,DoS
e s,tcp,3,462,11.954343,2.074502,2.074502,4.149004,0.0,4.149004,0.167303,DoS
e g,tcp,6,548,25.49894,0.134735,0.014927,0.269471,0.119809,0.149662,0.196087,DoS
e s,tcp,3,368,24.654585,0.064223,0.064223,0.128446,0.0,0.128446,0.081121,DoS
e s,tcp,4,616,20.574003,1.384694,1.958253,4.154083,0.0,4.154083,0.145815,DoS
e,tcp,3,274,0.162229,0.162229,0.0,0.162229,0.162229,0.162229,12.328252,DoS
e s,tcp,3,462,38.106544,0.0,0.0,0.0,0.0,0.0,0.052484,DoS
e s,tcp,2,308,19.639309,0.0,0.0,0.0,0.0,0.0,0.050918,DoS
e s,tcp,3,462,37.940224,0.0,0.0,0.0,0.0,0.0,0.052715,DoS
e s,tcp,3,462,18.972797,0.0,0.0,0.0,0.0,0.0,0.105414,DoS
e s,tcp,3,462,38.848888,0.0,0.0,0.0,0.0,0.0,0.051482,DoS
e s,tcp,3,462,22.940115,0.0,0.0,0.0,0.0,0.0,0.087184,DoS
e g,tcp,6,548,25.604097,0.141983,0.03525,0.283966,0.106733,0.177233,0.195281,DoS
e s,tcp,3,462,19.843719,0.0,0.0,0.0,0.0,0.0,0.100788,DoS
e s,tcp,2,308,24.395485,0.0,0.0,0.0,0.0,0.0,0.040991,DoS
e s,tcp,2,308,19.320259,0.0,0.0,0.0,0.0,0.0,0.051759,DoS
e s,tcp,2,308,18.421566,0.0,0.0,0.0,0.0,0.0,0.054284,DoS
e s,tcp,4,522,37.957962,0.018176,0.025704,0.054527,0.0,0.054527,0.079035,DoS
e s,tcp,3,462,45.903854,0.0,0.0,0.0,0.0,0.0,0.043569,DoS
e s,tcp,4,522,39.225861,0.01791,0.025328,0.053729,0.0,0.053729,0.07648,DoS
e s,tcp,7,984,50.60265,0.007966,0.017812,0.047795,0.0,0.047795,0.118571,DoS
e,tcp,3,274,0.098092,0.098092,0.0,0.098092,0.098092,0.098092,20.389023,DoS
e g,tcp,6,548,26.054895,0.127003,0.025902,0.254005,0.1011,0.152905,0.191903,DoS
e s,tcp,4,616,20.420307,1.38887,1.964159,4.16661,0.0,4.16661,0.146913,DoS
e s,tcp,2,308,11.924002,0.0,0.0,0.0,0.0,0.0,0.083864,DoS
e s,tcp,2,308,24.306425,0.0,0.0,0.0,0.0,0.0,0.041141,DoS
e s,tcp,4,616,40.980385,0.789348,1.116306,2.368043,0.0,2.368043,0.073206,DoS
e g,tcp,9,822,52.094936,0.15624,0.01948,0.468719,0.128868,0.172632,0.153566,DoS
e g,tcp,9,822,52.698067,0.152369,0.016003,0.457107,0.129887,0.165865,0.151808,DoS
e g,tcp,6,548,26.028393,0.125514,0.002319,0.251028,0.123195,0.127833,0.192098,DoS
e s,tcp,3,368,19.076794,0.018763,0.018763,0.037526,0.0,0.037526,0.104839,DoS
e s,tcp,6,924,38.51461,0.920836,1.841673,4.604182,0.0,4.604182,0.129821,DoS
e,tcp,3,274,0.172483,0.172483,0.0,0.172483,0.172483,0.172483,11.595345,DoS
e s,tcp,2,308,38.431168,0.0,0.0,0.0,0.0,0.0,0.026021,DoS
e s,tcp,2,308,21.540541,0.0,0.0,0.0,0.0,0.0,0.046424,DoS
e s,tcp,6,924,50.244308,0.0,0.0,0.0,0.0,0.0,0.099514,DoS
e g,tcp,9,822,52.03965,0.157677,0.03707,0.473032,0.108356,0.197728,0.153729,DoS
e,tcp,3,274,0.151378,0.151378,0.0,0.151378,0.151378,0.151378,13.211959,DoS
e s,tcp,6,924,48.072384,0.0,0.0,0.0,0.0,0.0,0.10401,DoS
e g,tcp,6,548,26.025036,0.13904,0.021858,0.278079,0.117181,0.160898,0.192123,DoS
e s,tcp,4,522,21.146912,0.031692,0.044819,0.095076,0.0,0.095076,0.141865,DoS
e,tcp,3,274,0.166627,0.166627,0.0,0.166627,0.166627,0.166627,12.002856,DoS
e s,tcp,3,462,38.199635,0.0,0.0,0.0,0.0,0.0,0.052357,DoS
e s,tcp,4,522,38.528133,0.014067,0.019894,0.042202,0.0,0.042202,0.077865,DoS
e s,tcp,3,462,38.870178,0.0,0.0,0.0,0.0,0.0,0.051453,DoS
e s,tcp,7,984,47.475548,0.007612,0.017022,0.045675,0.0,0.045675,0.126381,DoS
e g,tcp,6,548,26.844627,0.126382,0.032397,0.252764,0.093985,0.158779,0.186257,DoS
e s,tcp,6,924,37.859467,0.958902,1.917804,4.79451,0.0,4.79451,0.132067,DoS
e s,tcp,6,924,38.731068,0.929779,1.859558,4.648895,0.0,4.648895,0.129095,DoS
e s,tcp,4,522,39.429962,0.016766,0.02371,0.050297,0.0,0.050297,0.076084,DoS
e s,tcp,2,308,21.473173,0.0,0.0,0.0,0.0,0.0,0.04657,DoS
e s,tcp,3,462,21.861332,0.0,0.0,0.0,0.0,0.0,0.091486,DoS
e s,tcp,3,462,46.042042,0.0,0.0,0.0,0.0,0.0,0.043439,DoS
e s,tcp,3,462,37.778214,0.0,0.0,0.0,0.0,0.0,0.052941,DoS
e g,tcp,6,548,27.101583,0.127802,0.001988,0.255604,0.125814,0.12979,0.184491,DoS
e s,tcp,7,984,38.490952,0.9315,1.839441,4.657499,0.0,4.6102,0.155881,DoS
e s,tcp,3,462,37.875114,0.0,0.0,0.0,0.0,0.0,0.052805,DoS
e s,tcp,3,462,37.319736,0.0,0.0,0.0,0.0,0.0,0.053591,DoS
e s,tcp,3,462,37.582333,0.0,0.0,0.0,0.0,0.0,0.053216,DoS
e s,tcp,4,522,38.876274,0.015616,0.022085,0.046849,0.0,0.046849,0.077168,DoS
e,tcp,3,274,0.172458,0.172458,0.0,0.172458,0.172458,0.172458,11.597027,DoS
e s,tcp,3,368,7.683517,0.030412,0.030412,0.060824,0.0,0.060824,0.260297,DoS
e s,tcp,6,924,48.458298,0.0,0.0,0.0,0.0,0.0,0.103182,DoS
e,tcp,3,274,0.166039,0.166039,0.0,0.166039,0.166039,0.166039,12.045362,DoS
e s,tcp,2,308,11.89568,0.0,0.0,0.0,0.0,0.0,0.084064,DoS
e s,tcp,3,462,39.229153,0.0,0.0,0.0,0.0,0.0,0.050982,DoS
e s,tcp,3,462,38.870152,0.0,0.0,0.0,0.0,0.0,0.051453,DoS
e,tcp,3,274,0.150153,0.150153,0.0,0.150153,0.150153,0.150153,13.319748,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e s,tcp,3,462,19.841532,0.0,0.0,0.0,0.0,0.0,0.100799,DoS
e s,tcp,3,462,41.092072,0.0,0.0,0.0,0.0,0.0,0.048671,DoS
e g,tcp,6,548,26.939516,0.150035,0.012047,0.300069,0.137987,0.162082,0.185601,DoS
e s,tcp,2,308,20.439398,0.0,0.0,0.0,0.0,0.0,0.048925,DoS
e s,tcp,4,522,40.686886,0.014335,0.020272,0.043004,0.0,0.043004,0.073734,DoS
e s,tcp,2,308,8.295389,0.0,0.0,0.0,0.0,0.0,0.120549,DoS
e,tcp,3,274,0.117883,0.117883,0.0,0.117883,0.117883,0.117883,16.965975,DoS
e s,tcp,4,522,38.946415,0.011285,0.01596,0.033856,0.0,0.033856,0.077029,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e s,tcp,4,616,45.794624,0.0,0.0,0.0,0.0,0.0,0.06551,DoS
e s,tcp,8,1232,49.807354,0.475971,1.165885,3.331794,0.0,3.331794,0.140541,DoS
e s,tcp,3,462,19.529558,0.0,0.0,0.0,0.0,0.0,0.102409,DoS
e g,tcp,6,548,25.996468,0.141298,0.019879,0.282596,0.121419,0.161177,0.192334,DoS
e s,tcp,3,462,37.908794,0.0,0.0,0.0,0.0,0.0,0.052758,DoS
e s,tcp,3,462,38.6982,0.0,0.0,0.0,0.0,0.0,0.051682,DoS
e s,tcp,2,308,19.233522,0.0,0.0,0.0,0.0,0.0,0.051993,DoS
e s,tcp,4,428,18.524954,0.037143,0.001089,0.074285,0.036054,0.038231,0.161944,DoS
e,tcp,3,274,0.090547,0.090547,0.0,0.090547,0.090547,0.090547,22.087976,DoS
e s,tcp,6,924,45.776501,0.0,0.0,0.0,0.0,0.0,0.109226,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e g,tcp,6,548,25.842911,0.129894,0.041323,0.259789,0.088572,0.171217,0.193477,DoS
e s,tcp,4,616,40.881519,1.15634,1.635312,3.46902,0.0,3.46902,0.073383,DoS
e s,tcp,2,308,19.558979,0.0,0.0,0.0,0.0,0.0,0.051127,DoS
e s,tcp,3,462,37.711708,0.0,0.0,0.0,0.0,0.0,0.053034,DoS
e g,tcp,6,548,26.094358,0.139773,0.005143,0.279547,0.134631,0.144916,0.191612,DoS
e s,tcp,8,1232,49.878574,0.317182,0.776934,2.220275,0.0,2.220275,0.140341,DoS
e s,tcp,8,1138,57.069725,0.006545,0.016031,0.045812,0.0,0.045812,0.122657,DoS
e s,tcp,7,1078,57.138161,0.0,0.0,0.0,0.0,0.0,0.105009,DoS
e s,tcp,7,984,48.673904,0.009688,0.021663,0.058128,0.0,0.058128,0.123269,DoS
e s,tcp,3,462,39.591572,0.0,0.0,0.0,0.0,0.0,0.050516,DoS
e g,tcp,6,548,26.894384,0.149971,0.02228,0.299941,0.127691,0.17225,0.185912,DoS
e s,tcp,4,616,45.190472,0.0,0.0,0.0,0.0,0.0,0.066386,DoS
e s,tcp,3,462,38.258698,0.0,0.0,0.0,0.0,0.0,0.052276,DoS
e s,tcp,8,1232,55.326626,0.701622,1.718616,4.911356,0.0,4.911356,0.126521,DoS
e s,tcp,3,462,12.111808,2.088078,2.088078,4.176157,0.0,4.176157,0.165128,DoS
e s,tcp,3,368,12.10586,0.017056,0.017056,0.034111,0.0,0.034111,0.165209,DoS
e s,tcp,4,522,38.848888,0.013208,0.018679,0.039624,0.0,0.039624,0.077222,DoS
e g,tcp,6,548,25.118364,0.143585,0.023136,0.28717,0.120449,0.166721,0.199058,DoS
e s,tcp,2,308,10.570749,0.0,0.0,0.0,0.0,0.0,0.094601,DoS
e,tcp,2,214,0.053804,0.053804,0.0,0.053804,0.053804,0.053804,18.585979,DoS
e s,tcp,4,522,39.226391,0.01617,0.022867,0.048509,0.0,0.048509,0.076479,DoS
e s,tcp,3,462,12.139572,2.083636,2.083636,4.167271,0.0,4.167271,0.16475,DoS
e s,tcp,4,522,39.958714,0.014993,0.021203,0.044978,0.0,0.044978,0.075077,DoS
e s,tcp,7,984,51.11552,0.006978,0.015604,0.04187,0.0,0.04187,0.117381,DoS
e,tcp,3,274,0.135904,0.135904,0.0,0.135904,0.135904,0.135904,14.71627,DoS
e g,tcp,9,822,52.426468,0.133662,0.004838,0.400986,0.127969,0.139796,0.152595,DoS
e s,tcp,4,522,39.527645,0.016488,0.023318,0.049464,0.0,0.049464,0.075896,DoS
e,tcp,3,274,0.149313,0.149313,0.0,0.149313,0.149313,0.149313,13.394681,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e s,tcp,2,308,19.362745,0.0,0.0,0.0,0.0,0.0,0.051646,DoS
e s,tcp,2,308,19.485811,0.0,0.0,0.0,0.0,0.0,0.051319,DoS
e s,tcp,2,308,12.363607,0.0,0.0,0.0,0.0,0.0,0.080883,DoS
e s,tcp,3,462,39.642441,0.0,0.0,0.0,0.0,0.0,0.050451,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e s,tcp,4,522,38.72517,0.013816,0.019539,0.041448,0.0,0.041448,0.077469,DoS
e s,tcp,3,368,19.73794,0.019583,0.019583,0.039166,0.0,0.039166,0.101328,DoS
e s,tcp,5,676,58.936314,0.010869,0.018825,0.043475,0.0,0.043475,0.06787,DoS
e s,tcp,9,1292,49.852703,0.349707,0.830024,2.447952,0.0,2.382081,0.160473,DoS
e s,tcp,2,308,19.738106,0.0,0.0,0.0,0.0,0.0,0.050663,DoS
e s,tcp,4,522,38.751846,0.015787,0.022326,0.04736,0.0,0.04736,0.077416,DoS
e s,tcp,6,924,45.787384,0.0,0.0,0.0,0.0,0.0,0.1092,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e g,tcp,9,822,52.282078,0.154275,0.013384,0.462826,0.136896,0.169457,0.153016,DoS
e s,tcp,2,308,24.14846,0.0,0.0,0.0,0.0,0.0,0.041411,DoS
e s,tcp,3,462,24.294704,0.0,0.0,0.0,0.0,0.0,0.082322,DoS
e s,tcp,2,308,19.214972,0.0,0.0,0.0,0.0,0.0,0.052043,DoS
e s,tcp,2,308,19.198807,0.0,0.0,0.0,0.0,0.0,0.052087,DoS
e,tcp,1,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
e s,tcp,4,616,38.761311,0.403442,0.570554,1.210327,0.0,1.210327,0.077397,DoS
e,tcp,3,274,0.136637,0.136637,0.0,0.136637,0.136637,0.136637,14.637323,DoS
e,tcp,3,274,0.167537,0.167537,0.0,0.167537,0.167537,0.167537,11.937661,DoS
e g,tcp,6,548,25.902111,0.1556,0.008615,0.311199,0.146984,0.164215,0.193034,DoS
e s,tcp,4,522,38.662594,0.014044,0.019862,0.042133,0.0,0.042133,0.077594,DoS
e g,tcp,6,548,26.021856,0.115755,0.019516,0.23151,0.096239,0.135271,0.192146,DoS
e s,tcp,4,522,38.510838,0.010573,0.014952,0.031718,0.0,0.031718,0.0779,DoS
e s,tcp,4,522,38.167255,0.013294,0.0188,0.039881,0.0,0.039881,0.078601,DoS
e s,tcp,2,308,19.348888,0.0,0.0,0.0,0.0,0.0,0.051683,DoS
e g,tcp,9,822,52.061497,0.136699,0.026001,0.410098,0.109926,0.171914,0.153664,DoS
e s,tcp,3,462,39.455544,0.0,0.0,0.0,0.0,0.0,0.05069,DoS
e g,tcp,6,548,25.456476,0.17727,0.010907,0.354539,0.166363,0.188176,0.196414,DoS
e s,tcp,5,582,37.957966,0.034577,0.024547,0.103732,0.0,0.054533,0.10538,DoS
e s,tcp,8,1138,57.19001,0.006787,0.016625,0.047509,0.0,0.047509,0.122399,DoS
